"date","ppt","tmin","tmean","tmax","lat","lon","site_name"
"2023-05-01",0,19,28,37,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-02",0,16.3,24.6,33,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-03",0,15.5,23.2,30.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-04",0,15.7,22.7,29.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-05",0,13.3,19.3,25.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-06",0,13,19.2,25.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-07",0,12.8,20.2,27.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-08",0,13.6,21.7,29.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-09",0,15.4,23.4,31.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-10",0,16.3,24,31.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-11",0,13.9,19.3,24.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-12",0,13.9,21.9,29.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-13",0,18.4,26,33.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-14",0,20.4,27.6,34.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-15",0,23.3,29.7,36.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-16",0,24.6,30.7,36.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-17",0,22.5,29.8,37.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-18",1.73,21.5,28.4,35.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-19",0.4,21,27.8,34.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-20",0,20.3,25.9,31.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-21",0,20,27.2,34.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-22",0,22.2,29.1,36,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-23",0,21.5,28.7,36,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-24",0,20.8,28.4,36.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-25",0,20.9,27.9,34.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-26",0,19.9,27.3,34.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-27",0,18.9,26.3,33.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-28",0,19,26.3,33.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-29",0,19.6,27.2,34.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-30",0,19.9,27.6,35.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-05-31",0,18.8,26.7,34.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-01",0,17.5,24.4,31.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-02",0,17.8,24.4,31,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-03",0,18.9,25.7,32.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-04",0,20.1,28,35.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-05",0,22.4,30,37.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-06",0,19.7,28.9,38.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-07",0,18.4,26.9,35.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-08",0,17.6,25.4,33.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-09",0,18,25.4,32.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-10",0,18.5,25.9,33.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-11",0,18.9,27.4,35.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-12",0,19,25.5,32.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-13",0,18.5,24.7,30.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-14",0,19.3,26.2,33.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-15",0,19.7,27.3,35,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-16",0,21.1,28,34.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-17",0,21.4,28.9,36.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-18",0,21.6,29.5,37.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-19",0,22.9,30.8,38.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-20",0,22.7,30.1,37.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-21",0,22.2,29.6,37,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-22",0,21.5,29.8,38.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-23",0,21.1,29.4,37.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-24",0,19.1,27.2,35.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-25",0,19.9,28.6,37.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-26",0,22.9,31.5,40.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-27",0,23.5,32.4,41.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-28",0,23.4,31.6,39.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-29",0,22.7,30.8,38.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-06-30",0,22.1,30.2,38.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-01",0,23.2,32.1,41,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-02",0,25.3,34.1,43,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-03",0,26.1,34.6,43.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-04",0,26.8,35.2,43.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-05",0,27.3,34.5,41.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-06",0,26.4,33.7,41,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-07",0,26.6,34.9,43.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-08",0,26.5,34.2,41.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-09",0,26.1,34,41.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-10",0,27.3,34.6,41.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-11",0,29.3,35,40.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-12",0,31.6,36,40.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-13",0,31.6,36.1,40.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-14",0,31.1,36.7,42.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-15",0,31.1,37.4,43.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-16",0,31.1,38,45,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-17",0,32.4,37.6,42.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-18",0,31.5,37.7,43.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-19",0,31.3,37.9,44.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-20",0,31.1,38.1,45.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-21",0,29.6,37.4,45.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-22",0,30,36.8,43.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-23",0,30.6,37.7,44.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-24",0,30.2,36.1,42.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-25",0,31.7,37.9,44.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-26",0,31.2,38.1,44.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-27",9.55,26,35.4,44.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-28",0,29,35.8,42.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-29",0,31.5,37.4,43.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-30",0,31.8,37.5,43.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-07-31",0.57,26.8,34.2,41.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-01",1.05,26,32.3,38.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-02",0,27,33.1,39.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-03",0,29.7,35,40.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-04",0,27.7,34.5,41.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-05",0,27.2,34.9,42.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-06",0,27.7,35.4,43.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-07",0,28.3,35,41.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-08",0.79,31.7,36.2,40.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-09",0,27.8,33.7,39.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-10",0,30.1,34.9,39.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-11",0,29.5,34.2,39,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-12",0,28.8,33.7,38.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-13",0,28.5,33.7,38.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-14",0,28.3,34.1,39.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-15",0,28.5,33.7,38.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-16",0.41,29.9,35.5,41.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-17",3.77,29,35.7,42.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-18",0,29,35.9,42.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-19",0,28.6,33.8,39,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-20",0,27.2,30.2,33.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-21",1.38,25,31,37,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-22",2.87,23.5,28,32.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-23",0,25.6,32,38.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-24",0,29,33.9,38.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-25",0,28.8,33.7,38.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-26",0,29.2,35.4,41.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-27",0,30.6,36.5,42.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-28",0,30.6,36.8,42.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-29",0,31.1,37.7,44.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-30",0,31.1,37.2,43.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-08-31",0,30.9,36.3,41.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-01",5.08,23.2,31.6,40,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-02",0,24.3,27,29.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-03",0,24.6,29.6,34.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-04",0,24.4,30.2,36.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-05",0,23.6,30,36.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-06",0,22.8,30,37.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-07",0,23.6,31,38.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-08",0,24.9,32.4,39.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-09",0,27.2,34.3,41.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-10",0,29.3,36.2,43.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-11",0,28.9,35.7,42.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-12",0,28.4,33.4,38.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-13",6.85,22.1,28.6,35.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-14",1.41,22.3,27.8,33.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-15",0,23.8,29.6,35.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-16",0,23.8,30.4,37,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-17",0,23.9,31.1,38.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-18",0,23.7,31,38.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-19",0,21.3,28.7,36,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-20",0,20.9,27.9,35,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-21",0,20.4,27.6,34.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-22",0,19.2,26.7,34.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-23",0,21.1,27.6,34.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-24",0,21.7,27.5,33.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-25",0,21.5,28.4,35.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-26",0,22.2,29.5,36.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-27",0,22.4,30.4,38.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-28",0,21.8,29.9,38,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-29",0,21.6,28.9,36.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-09-30",0,20.1,27.9,35.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-01",0,19.1,26.9,34.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-02",0,16.7,22.6,28.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-03",0,16.2,21.9,27.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-04",0,16.8,23.1,29.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-05",0,18.2,25.5,32.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-06",0,22.1,28.9,35.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-07",0,23.9,30.9,38,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-08",0,25.3,30.9,36.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-09",0,24.5,30.3,36.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-10",0,22.1,28.8,35.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-11",0,21,27.4,33.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-12",0,17.3,24.3,31.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-13",0,16.6,23.1,29.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-14",0,17.4,23.9,30.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-15",0,18.7,25.4,32.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-16",0,20.8,28.8,36.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-17",0,23.6,31,38.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-18",0,20.8,28.3,35.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-19",0,21.8,29,36.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-20",0,22.5,30.6,38.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-21",0,22.5,30.3,38.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-22",0,20.6,28.3,36,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-23",0,19.7,26.9,34,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-24",0,18.2,23.7,29.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-25",0,15.9,21.8,27.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-26",0,15.2,20.9,26.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-27",0,16.4,21.4,26.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-28",0,16,22.3,28.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-29",0,12.7,19.9,27.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-30",0,12.4,18.5,24.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-10-31",0,12.8,19,25.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-01",0,12.8,18.8,24.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-02",0,14.2,20.2,26.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-03",0,14.2,21.3,28.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-04",0,14.4,21.9,29.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-05",0,14.8,22.7,30.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-06",0,15.4,24,32.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-07",0,15.7,23.5,31.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-08",0,13.8,21.5,29.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-09",0,12,18.1,24.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-10",0,12.3,18.2,24.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-11",0,11.6,17.8,24,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-12",0,13.9,19.4,24.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-13",0,15.7,21.2,26.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-14",0,17.7,22.9,28.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-15",0,18.4,23.5,28.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-16",0,17.4,23.2,28.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-17",0.28,14.6,19.1,23.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-18",1.74,15,20.3,25.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-19",3.57,14.2,18.3,22.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-20",0,10.5,15.5,20.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-21",0,10.3,16.4,22.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-22",0,12.8,18.4,24.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-23",0,11.5,17.6,23.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-24",0,9,15,21,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-25",0,9.3,14.6,19.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-26",0,8.1,13.2,18.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-27",0,8.3,14.2,20.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-28",0,12.2,17.2,22.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-29",0,11.4,17.5,23.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-11-30",0,9.9,15.2,20.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-01",4.29,9,12.3,15.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-02",0,7.1,11.5,15.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-03",0,6.4,11.6,16.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-04",0,7.3,12.8,18.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-05",0,7.6,13.4,19.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-06",0,12.1,19.6,27,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-07",0,10.8,19,27.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-08",0,8.7,15.8,22.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-09",0,7.1,13.5,19.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-10",0,7.2,12.6,18,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-11",0,8.5,14.5,20.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-12",0,9.5,16,22.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-13",0,5.6,13.4,21.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-14",0,5.6,12.5,19.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-15",0,5.3,12.4,19.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-16",0,9.8,16.8,23.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-17",0,12.4,18.3,24.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-18",0,11.9,18.7,25.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-19",0,13.9,18.9,23.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-20",1.27,13.4,18.2,22.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-21",1.34,11.9,16.7,21.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-22",2.56,12.2,17.9,23.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-23",21.11,10.6,13,15.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-24",1.26,7.3,10.2,13.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-25",0,6.3,10.4,14.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-26",0,5.2,10.6,16.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-27",0,4.4,10.1,15.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-28",0,4.7,11.2,17.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-29",0,6.6,13.1,19.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-30",0,8.4,14.6,20.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2023-12-31",0,7.3,14.8,22.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-01",0,6.4,11.1,15.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-02",0,6.1,11.2,16.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-03",0,5.4,11.1,16.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-04",0,5.2,10.5,15.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-05",0,4.2,8.4,12.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-06",0,2.6,7.5,12.4,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-07",0,2.2,8,13.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-08",2.47,-0.6,4.3,9.2,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-09",0,-1.2,4.4,9.9,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-10",0,-0.4,5.6,11.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-11",0,0.3,6.7,13.1,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-12",0.33,1.3,6.8,12.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-13",0,0.4,6.2,12,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-14",0,2.4,8.9,15.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-15",0,3.8,10.6,17.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-16",0,4.9,11.3,17.7,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-17",0,5.8,12.6,19.3,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-18",0,6.3,12.4,18.6,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-19",0,8.7,15.6,22.5,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
"2024-01-20",0,10.5,16.7,22.8,33.6005,-111.8119,"Lost Dog, Kovach Nature Trail"
