PRISM Time Series Data
Location:  Lat: 33.6493   Lon: -111.8585   Elev: 529m
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2016-01-01 - 2024-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2025-Jul-16
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
2017-08-10,0.00,27.0,34.3,41.6
2017-08-11,0.00,28.1,33.2,38.3
2017-08-12,0.00,28.4,34.0,39.5
2017-08-13,1.53,23.9,30.9,37.8
2017-08-14,0.66,23.6,30.0,36.4
2017-08-15,0.00,27.3,32.4,37.6
2017-08-16,0.00,24.1,30.5,37.0
2017-08-17,0.00,23.7,30.2,36.7
2017-08-18,0.00,23.3,30.6,37.9
2017-08-19,0.00,23.6,31.2,38.9
2017-08-20,0.00,25.4,31.9,38.4
2017-08-21,0.32,27.6,32.2,36.7
2017-08-22,0.00,26.9,32.3,37.7
2017-08-23,0.00,26.2,33.2,40.3
2017-08-24,5.37,25.7,32.8,40.0
2017-08-25,0.00,26.9,32.3,37.7
2017-08-26,0.00,26.9,33.7,40.4
2017-08-27,0.00,28.4,34.9,41.4
2017-08-28,0.00,29.7,35.4,41.2
2017-08-29,0.00,29.3,35.8,42.3
2017-08-30,0.00,29.1,34.9,40.7
2017-08-31,0.00,28.7,34.7,40.6
2017-09-01,0.00,27.3,33.8,40.4
2017-09-02,0.00,26.6,33.9,41.2
2017-09-03,0.00,27.6,32.3,37.1
2017-09-04,0.00,26.8,32.4,37.9
2017-09-05,0.00,26.3,32.5,38.7
2017-09-06,0.00,27.2,33.4,39.6
2017-09-07,0.00,27.8,34.1,40.4
2017-09-08,0.40,26.7,32.3,38.0
2017-09-09,0.00,26.2,30.7,35.3
2017-09-10,0.00,25.3,29.4,33.4
2017-09-11,0.00,25.5,31.9,38.3
2017-09-12,0.00,28.6,34.3,40.0
2017-09-13,0.00,28.3,34.8,41.4
2017-09-14,0.00,27.9,33.7,39.4
2017-09-15,0.00,23.8,30.0,36.1
2017-09-16,0.00,23.0,28.2,33.4
2017-09-17,0.00,22.1,27.8,33.5
2017-09-18,0.00,21.3,27.6,34.0
2017-09-19,0.00,21.0,27.7,34.5
2017-09-20,0.00,20.8,28.0,35.2
2017-09-21,0.00,22.0,28.7,35.4
2017-09-22,0.00,21.4,27.8,34.2
2017-09-23,0.00,17.2,23.1,29.0
2017-09-24,0.00,14.5,21.0,27.4
2017-09-25,0.00,14.7,21.6,28.4
2017-09-26,0.00,14.7,22.4,30.1
2017-09-27,0.00,14.9,22.5,30.0
2017-09-28,0.00,16.9,23.8,30.7
2017-09-29,0.00,17.0,24.8,32.7
2017-09-30,0.00,19.8,27.1,34.4
2017-10-01,0.00,19.9,27.2,34.6
2017-10-02,0.00,19.4,26.7,33.9
2017-10-03,0.00,19.2,25.2,31.1
2017-10-04,0.00,19.6,26.5,33.4
2017-10-05,0.00,19.5,27.3,35.0
2017-10-06,0.00,19.3,27.2,35.2
2017-10-07,0.00,17.3,25.9,34.5
2017-10-08,0.00,16.4,25.1,33.9
2017-10-09,0.00,15.5,24.1,32.7
2017-10-10,0.00,17.6,23.9,30.2
2017-10-11,0.00,19.1,25.1,31.1
2017-10-12,0.00,18.6,26.2,33.8
2017-10-13,0.00,17.2,25.0,32.8
2017-10-14,0.00,17.5,25.2,32.8
2017-10-15,0.00,16.7,24.8,32.8
2017-10-16,0.00,16.9,25.6,34.3
2017-10-17,0.00,21.2,28.3,35.4
2017-10-18,0.00,20.8,27.9,35.0
2017-10-19,0.00,20.8,27.3,33.8
2017-10-20,0.00,20.6,27.0,33.3
2017-10-21,0.00,18.0,23.7,29.4
2017-10-22,0.00,16.0,21.9,27.9
2017-10-23,0.00,14.6,23.4,32.2
2017-10-24,0.00,17.0,26.0,35.0
2017-10-25,0.00,19.6,27.6,35.5
2017-10-26,0.00,17.6,25.4,33.2
2017-10-27,0.00,16.3,24.0,31.8
2017-10-28,0.00,15.9,23.6,31.2
2017-10-29,0.00,16.2,23.9,31.6
2017-10-30,0.00,15.6,23.4,31.2
2017-10-31,0.00,16.9,22.4,27.9
2017-11-01,0.00,15.4,20.4,25.4
2017-11-02,0.00,15.2,20.7,26.2
2017-11-03,0.00,15.5,20.4,25.3
2017-11-04,0.00,15.3,20.3,25.3
2017-11-05,0.00,16.7,21.3,25.9
2017-11-06,0.00,13.8,19.0,24.2
2017-11-07,0.00,13.8,19.5,25.3
2017-11-08,0.00,16.9,21.0,25.2
2017-11-09,0.00,16.5,21.7,27.0
2017-11-10,0.00,14.6,21.3,27.9
2017-11-11,0.00,13.4,20.7,28.0
2017-11-12,0.00,12.9,20.6,28.3
2017-11-13,0.00,12.8,20.4,28.0
2017-11-14,0.00,14.3,21.8,29.4
2017-11-15,0.00,13.1,20.5,28.0
2017-11-16,0.00,13.7,21.0,28.2
2017-11-17,0.00,13.5,20.7,28.0
2017-11-18,0.00,13.0,18.4,23.8
2017-11-19,0.00,11.2,18.2,25.3
2017-11-20,0.00,10.6,18.2,25.9
2017-11-21,0.00,10.8,17.7,24.7
2017-11-22,0.00,11.4,18.2,24.9
2017-11-23,0.00,13.1,21.6,30.1
2017-11-24,0.00,13.8,21.7,29.5
2017-11-25,0.00,13.2,20.8,28.5
2017-11-26,0.00,12.9,20.8,28.6
2017-11-27,0.00,12.3,21.5,30.7
2017-11-28,0.00,10.5,18.2,25.9
2017-11-29,0.00,9.0,16.0,22.9
2017-11-30,0.00,13.1,18.4,23.7
2017-12-01,0.00,16.3,19.8,23.4
2017-12-02,0.00,13.9,19.1,24.3
2017-12-03,0.00,14.0,20.5,27.1
2017-12-04,0.00,12.1,18.4,24.7
2017-12-05,0.00,8.4,14.9,21.4
2017-12-06,0.00,10.1,14.4,18.8
2017-12-07,0.00,9.6,16.1,22.7
2017-12-08,0.00,4.8,11.7,18.6
2017-12-09,0.00,4.2,10.7,17.2
2017-12-10,0.00,4.4,14.0,23.7
2017-12-11,0.00,11.4,17.9,24.4
2017-12-12,0.00,8.0,15.9,23.8
2017-12-13,0.00,8.7,16.1,23.5
2017-12-14,0.00,6.5,14.9,23.3
2017-12-15,0.00,6.4,14.5,22.5
2017-12-16,0.00,6.8,13.7,20.6
2017-12-17,7.34,7.5,12.6,17.8
2017-12-18,0.58,8.4,12.0,15.6
2017-12-19,0.00,6.2,12.1,18.0
2017-12-20,0.00,5.7,11.4,17.0
2017-12-21,0.00,4.8,11.4,18.0
2017-12-22,0.00,1.9,7.1,12.3
2017-12-23,0.00,1.2,7.4,13.6
2017-12-24,0.00,3.0,9.6,16.2
2017-12-25,0.00,4.5,12.3,20.2
2017-12-26,0.00,5.9,12.3,18.8
2017-12-27,0.00,6.4,13.3,20.2
2017-12-28,0.00,7.2,15.2,23.2
2017-12-29,0.00,6.8,15.2,23.6
2017-12-30,0.00,7.0,15.8,24.6
2017-12-31,0.00,6.9,15.2,23.5
2018-01-01,0.00,6.0,12.9,19.8
2018-01-02,0.00,5.2,13.8,22.4
2018-01-03,0.00,8.0,15.9,23.7
2018-01-04,0.00,9.5,16.4,23.3
2018-01-05,0.00,8.6,16.1,23.7
2018-01-06,0.00,8.7,16.1,23.5
2018-01-07,0.00,8.6,15.2,21.8
2018-01-08,0.00,10.2,16.6,22.9
2018-01-09,0.00,11.8,17.3,22.9
2018-01-10,11.22,10.1,17.1,24.0
2018-01-11,0.93,8.2,11.7,15.1
2018-01-12,0.00,7.6,13.4,19.2
2018-01-13,0.00,7.7,14.3,20.9
2018-01-14,0.00,7.3,15.9,24.4
2018-01-15,0.00,7.8,16.1,24.3
2018-01-16,0.00,9.1,15.7,22.3
2018-01-17,0.00,9.5,15.3,21.2
2018-01-18,0.00,8.1,14.3,20.5
2018-01-19,0.00,6.6,14.4,22.2
2018-01-20,0.00,7.7,15.0,22.4
2018-01-21,1.39,4.4,9.1,13.8
2018-01-22,0.00,2.2,7.4,12.5
2018-01-23,0.00,1.8,8.5,15.1
2018-01-24,0.00,2.8,11.5,20.2
2018-01-25,0.00,5.9,14.3,22.8
2018-01-26,0.00,6.8,14.6,22.3
2018-01-27,0.00,5.4,12.0,18.5
2018-01-28,0.00,4.8,13.5,22.1
2018-01-29,0.00,6.5,16.1,25.7
2018-01-30,0.00,11.5,19.1,26.7
2018-01-31,0.00,9.1,17.6,26.2
2018-02-01,0.00,9.3,17.0,24.7
2018-02-02,0.00,8.0,16.8,25.6
2018-02-03,0.00,8.8,16.7,24.7
2018-02-04,0.00,8.6,16.4,24.2
2018-02-05,0.00,9.9,17.6,25.3
2018-02-06,0.00,10.0,17.6,25.2
2018-02-07,0.00,9.6,17.0,24.4
2018-02-08,0.00,8.8,16.4,24.0
2018-02-09,0.00,8.9,18.3,27.6
2018-02-10,0.00,10.0,18.0,25.9
2018-02-11,0.00,11.6,17.7,23.9
2018-02-12,0.00,11.9,16.8,21.7
2018-02-13,0.00,11.9,14.5,17.1
2018-02-14,0.00,11.3,15.9,20.5
2018-02-15,7.50,10.3,13.1,16.0
2018-02-16,0.00,10.6,14.3,18.1
2018-02-17,0.00,9.4,14.0,18.6
2018-02-18,0.00,8.3,14.3,20.2
2018-02-19,0.00,9.7,15.2,20.7
2018-02-20,0.00,3.5,10.3,17.1
2018-02-21,0.00,2.3,7.7,13.0
2018-02-22,0.00,2.1,8.0,14.0
2018-02-23,0.00,2.1,7.9,13.8
2018-02-24,0.00,3.2,8.3,13.3
2018-02-25,0.00,2.4,8.0,13.6
2018-02-26,0.00,1.7,9.3,16.9
2018-02-27,0.00,3.0,10.7,18.4
2018-02-28,4.90,4.9,11.9,18.9
2018-03-01,0.00,5.1,9.3,13.5
2018-03-02,0.00,4.2,11.6,19.0
2018-03-03,0.00,6.3,14.6,22.9
2018-03-04,0.00,7.0,14.7,22.4
2018-03-05,0.00,8.2,12.8,17.3
2018-03-06,0.00,6.7,14.0,21.3
2018-03-07,0.00,8.1,16.6,25.0
2018-03-08,0.00,9.3,16.8,24.3
2018-03-09,0.00,10.9,18.3,25.7
2018-03-10,0.00,11.2,18.7,26.3
2018-03-11,1.70,14.4,18.6,22.7
2018-03-12,0.36,13.9,18.2,22.6
2018-03-13,0.00,13.3,19.7,26.1
2018-03-14,0.00,13.8,20.2,26.7
2018-03-15,0.00,13.1,20.2,27.2
2018-03-16,0.00,10.1,15.0,19.9
2018-03-17,0.00,9.9,15.3,20.6
2018-03-18,0.00,9.3,14.6,20.0
2018-03-19,0.00,9.8,13.8,17.8
2018-03-20,0.00,8.7,15.3,21.8
2018-03-21,0.00,8.0,16.6,25.1
2018-03-22,0.00,11.9,19.0,26.2
2018-03-23,0.00,14.5,22.2,29.9
2018-03-24,0.00,14.2,20.7,27.3
2018-03-25,0.00,11.3,18.5,25.7
2018-03-26,0.00,10.4,16.6,22.7
2018-03-27,0.00,10.4,15.8,21.2
2018-03-28,0.00,9.9,16.1,22.3
2018-03-29,0.00,9.7,17.1,24.4
2018-03-30,0.00,12.2,20.1,27.9
2018-03-31,0.00,14.3,22.2,30.1
2018-04-01,0.00,15.4,23.2,31.1
2018-04-02,0.00,17.1,23.8,30.5
2018-04-03,0.00,14.9,22.1,29.4
2018-04-04,0.00,15.6,22.0,28.4
2018-04-05,0.00,15.9,22.7,29.5
2018-04-06,0.00,16.3,23.7,31.0
2018-04-07,0.00,19.1,24.8,30.6
2018-04-08,0.00,20.3,26.1,31.9
2018-04-09,0.00,16.9,24.1,31.3
2018-04-10,0.00,16.5,24.6,32.8
2018-04-11,0.00,16.8,25.7,34.5
2018-04-12,0.00,17.1,25.4,33.7
2018-04-13,0.00,14.9,21.4,27.9
2018-04-14,0.00,12.9,18.2,23.5
2018-04-15,0.00,12.6,19.6,26.7
2018-04-16,0.00,12.8,21.4,30.1
2018-04-17,0.00,15.1,21.4,27.7
2018-04-18,0.00,10.6,16.5,22.4
2018-04-19,0.00,11.3,18.8,26.3
2018-04-20,0.00,11.9,19.0,26.0
2018-04-21,0.00,12.3,18.0,23.6
2018-04-22,0.00,13.7,22.1,30.4
2018-04-23,0.00,16.1,24.4,32.7
2018-04-24,0.00,17.4,25.6,33.7
2018-04-25,0.00,18.5,26.4,34.4
2018-04-26,0.00,18.8,26.9,35.0
2018-04-27,0.00,20.3,26.9,33.5
2018-04-28,0.00,20.9,27.9,35.0
2018-04-29,0.00,18.5,26.4,34.2
2018-04-30,0.00,18.0,24.7,31.5
2018-05-01,0.00,16.9,21.7,26.5
2018-05-02,0.60,14.0,18.1,22.3
2018-05-03,3.62,11.4,16.4,21.3
2018-05-04,0.00,10.6,18.7,26.7
2018-05-05,0.00,15.4,24.3,33.2
2018-05-06,0.00,18.9,27.9,36.9
2018-05-07,0.00,21.8,30.2,38.6
2018-05-08,0.00,20.9,28.7,36.6
2018-05-09,0.00,20.9,29.3,37.7
2018-05-10,0.00,22.0,29.8,37.7
2018-05-11,0.00,21.5,29.9,38.2
2018-05-12,0.00,20.7,28.4,36.1
2018-05-13,0.00,17.9,23.9,29.9
2018-05-14,0.00,17.2,23.0,28.8
2018-05-15,0.00,18.3,25.3,32.4
2018-05-16,0.00,19.0,26.1,33.2
2018-05-17,0.00,19.1,27.0,34.9
2018-05-18,0.00,19.8,27.0,34.2
2018-05-19,0.00,18.8,25.4,32.0
2018-05-20,0.00,19.4,26.1,32.8
2018-05-21,0.00,20.0,27.0,34.1
2018-05-22,0.00,19.4,26.0,32.6
2018-05-23,0.00,19.0,25.5,32.0
2018-05-24,0.00,18.7,25.4,32.2
2018-05-25,0.00,19.8,27.1,34.5
2018-05-26,0.00,20.6,28.0,35.3
2018-05-27,0.00,18.3,25.2,32.0
2018-05-28,0.00,18.5,25.0,31.5
2018-05-29,0.00,20.1,27.5,34.9
2018-05-30,0.00,22.2,29.6,37.0
2018-05-31,0.00,20.8,28.6,36.4
2018-06-01,0.00,21.6,28.5,35.4
2018-06-02,0.00,22.7,29.4,36.1
2018-06-03,0.00,21.8,30.0,38.2
2018-06-04,0.00,22.5,31.0,39.5
2018-06-05,0.00,23.9,32.4,40.8
2018-06-06,0.00,24.4,31.3,38.1
2018-06-07,0.00,22.8,29.9,37.0
2018-06-08,0.00,23.2,30.6,37.9
2018-06-09,0.00,24.1,32.2,40.2
2018-06-10,0.00,23.9,32.1,40.2
2018-06-11,0.00,23.8,31.0,38.1
2018-06-12,0.00,23.8,31.3,38.8
2018-06-13,0.00,24.2,32.3,40.4
2018-06-14,0.00,28.4,34.6,40.8
2018-06-15,0.00,30.1,35.6,41.2
2018-06-16,1.23,23.1,28.5,33.8
2018-06-17,1.82,21.9,24.0,26.0
2018-06-18,0.00,21.4,28.0,34.7
2018-06-19,0.00,20.4,28.2,35.9
2018-06-20,0.00,23.2,30.2,37.2
2018-06-21,0.00,24.3,32.7,41.1
2018-06-22,0.00,25.3,33.3,41.3
2018-06-23,0.00,25.5,33.6,41.6
2018-06-24,0.00,26.7,33.3,39.9
2018-06-25,0.00,25.2,31.7,38.1
2018-06-26,0.00,26.4,32.7,39.0
2018-06-27,0.00,25.4,33.2,41.0
2018-06-28,0.00,25.5,33.5,41.6
2018-06-29,0.00,26.8,33.1,39.3
2018-06-30,0.00,26.1,31.8,37.5
2018-07-01,0.00,25.1,31.3,37.4
2018-07-02,0.00,24.4,31.1,37.7
2018-07-03,0.00,25.9,32.9,40.0
2018-07-04,0.00,25.7,33.2,40.6
2018-07-05,0.00,27.7,33.8,39.9
2018-07-06,0.00,28.4,36.3,44.2
2018-07-07,0.00,32.4,37.4,42.4
2018-07-08,0.00,33.3,37.9,42.5
2018-07-09,0.00,27.3,34.4,41.4
2018-07-10,13.89,22.9,30.7,38.6
2018-07-11,0.71,24.9,29.4,33.9
2018-07-12,7.81,24.2,30.1,36.1
2018-07-13,0.00,25.1,30.4,35.7
2018-07-14,0.00,28.8,33.3,37.7
2018-07-15,1.77,29.3,32.9,36.4
2018-07-16,0.00,28.3,31.7,35.0
2018-07-17,0.00,27.8,32.6,37.4
2018-07-18,0.00,28.4,33.6,38.8
2018-07-19,0.00,28.5,32.8,37.2
2018-07-20,0.00,29.2,34.1,39.0
2018-07-21,0.31,30.8,35.6,40.5
2018-07-22,0.00,26.2,31.7,37.3
2018-07-23,0.00,28.2,34.5,40.9
2018-07-24,0.00,29.9,36.7,43.5
2018-07-25,0.00,31.8,38.3,44.8
2018-07-26,0.00,32.1,38.1,44.2
2018-07-27,0.00,32.0,36.9,41.7
2018-07-28,0.00,31.3,36.3,41.3
2018-07-29,0.00,28.6,34.3,40.1
2018-07-30,0.00,28.8,33.8,38.7
2018-07-31,8.84,24.9,33.0,41.1
2018-08-01,0.00,27.4,33.1,38.9
2018-08-02,0.00,29.8,35.7,41.5
2018-08-03,0.00,29.8,35.6,41.4
2018-08-04,0.00,29.8,35.4,41.1
2018-08-05,0.00,31.2,36.7,42.1
2018-08-06,0.00,30.4,36.6,42.7
2018-08-07,0.00,30.4,37.1,43.9
2018-08-08,0.00,27.1,34.6,42.2
2018-08-09,17.62,23.5,30.5,37.5
2018-08-10,1.42,22.9,29.7,36.4
2018-08-11,14.45,22.4,29.3,36.1
2018-08-12,0.00,25.3,31.1,36.9
2018-08-13,2.51,25.7,31.5,37.2
2018-08-14,0.00,25.8,31.2,36.7
2018-08-15,3.10,26.5,32.2,37.8
2018-08-16,0.00,26.7,30.6,34.5
2018-08-17,0.00,27.5,31.7,36.0
2018-08-18,0.00,27.8,32.5,37.2
2018-08-19,0.00,28.5,34.0,39.4
2018-08-20,0.00,29.8,35.2,40.5
2018-08-21,0.57,31.1,35.4,39.6
2018-08-22,0.00,28.1,32.3,36.6
2018-08-23,0.00,27.9,32.3,36.6
2018-08-24,5.30,25.8,31.0,36.3
2018-08-25,0.00,25.7,31.4,37.0
2018-08-26,0.00,25.8,31.1,36.4
2018-08-27,0.00,27.2,32.2,37.2
2018-08-28,0.00,26.4,32.5,38.6
2018-08-29,0.00,26.0,31.9,37.8
2018-08-30,0.00,24.5,31.6,38.8
2018-08-31,0.00,27.5,32.7,37.8
2018-09-01,0.00,28.2,33.0,37.8
2018-09-02,0.00,27.6,32.6,37.5
2018-09-03,0.00,24.4,30.3,36.2
2018-09-04,0.00,24.4,29.5,34.6
2018-09-05,0.00,25.2,30.7,36.1
2018-09-06,0.00,25.7,31.5,37.4
2018-09-07,0.00,25.8,32.0,38.4
2018-09-08,0.00,26.8,33.0,39.2
2018-09-09,0.00,26.9,33.4,40.0
2018-09-10,0.00,27.6,33.4,39.1
2018-09-11,0.00,27.2,33.2,39.3
2018-09-12,0.00,25.5,32.4,39.2
2018-09-13,0.00,23.6,31.3,38.9
2018-09-14,0.00,23.0,30.6,38.3
2018-09-15,0.00,23.8,32.1,40.4
2018-09-16,0.00,25.7,33.4,41.0
2018-09-17,0.00,27.4,32.9,38.4
2018-09-18,0.00,27.4,33.6,39.9
2018-09-19,0.00,27.0,32.4,37.8
2018-09-20,3.49,21.9,25.9,29.8
2018-09-21,0.00,21.8,28.4,35.0
2018-09-22,0.00,25.0,30.8,36.7
2018-09-23,0.00,25.1,31.2,37.2
2018-09-24,0.00,24.6,30.9,37.1
2018-09-25,0.00,24.6,30.3,36.0
2018-09-26,0.00,24.4,30.0,35.6
2018-09-27,0.00,23.7,30.5,37.2
2018-09-28,0.00,22.9,30.2,37.5
2018-09-29,0.00,22.6,30.1,37.5
2018-09-30,0.00,24.0,30.2,36.4
2018-10-01,5.34,21.2,27.6,34.1
2018-10-02,18.33,21.0,22.9,24.7
2018-10-03,61.32,21.1,23.3,25.5
2018-10-04,0.30,22.1,25.4,28.8
2018-10-05,0.00,19.8,24.3,28.7
2018-10-06,0.00,18.8,23.4,27.9
2018-10-07,19.85,13.0,20.1,27.3
2018-10-08,2.74,14.2,17.9,21.6
2018-10-09,0.00,14.2,18.4,22.5
2018-10-10,0.00,14.8,20.1,25.3
2018-10-11,0.00,15.0,20.6,26.2
2018-10-12,0.94,18.3,22.4,26.5
2018-10-13,0.74,19.2,22.9,26.5
2018-10-14,26.76,16.1,18.4,20.8
2018-10-15,0.31,15.6,19.2,22.8
2018-10-16,0.00,15.4,19.7,24.1
2018-10-17,0.00,12.6,15.5,18.4
2018-10-18,0.00,13.9,18.8,23.6
2018-10-19,0.00,13.6,19.5,25.5
2018-10-20,0.00,15.6,21.9,28.1
2018-10-21,0.00,22.4,26.8,31.1
2018-10-22,0.46,20.1,25.0,29.9
2018-10-23,0.00,20.1,24.3,28.4
2018-10-24,13.65,16.5,23.1,29.7
2018-10-25,0.00,16.0,21.8,27.5
2018-10-26,0.00,16.1,22.0,27.8
2018-10-27,0.00,16.0,22.5,28.9
2018-10-28,0.00,14.5,22.5,30.4
2018-10-29,0.00,15.5,23.0,30.5
2018-10-30,0.00,16.7,22.8,28.9
2018-10-31,0.00,13.7,20.6,27.4
2018-11-01,0.00,11.7,18.0,24.3
2018-11-02,0.00,11.2,17.4,23.6
2018-11-03,0.00,11.8,19.0,26.3
2018-11-04,0.00,12.6,19.1,25.5
2018-11-05,0.00,12.9,19.0,25.1
2018-11-06,0.00,12.9,19.6,26.2
2018-11-07,0.00,13.0,19.9,26.7
2018-11-08,0.00,13.3,19.8,26.2
2018-11-09,0.00,13.1,19.3,25.5
2018-11-10,0.00,13.4,18.9,24.4
2018-11-11,0.00,11.6,17.7,23.8
2018-11-12,0.00,9.9,15.9,21.8
2018-11-13,0.00,9.8,14.0,18.1
2018-11-14,0.00,7.6,12.5,17.3
2018-11-15,0.00,8.0,14.0,19.9
2018-11-16,0.00,7.5,15.0,22.5
2018-11-17,0.00,8.2,15.7,23.3
2018-11-18,0.00,7.8,14.6,21.4
2018-11-19,0.00,8.0,14.9,21.8
2018-11-20,0.00,8.3,15.3,22.4
2018-11-21,0.00,10.1,17.4,24.8
2018-11-22,0.00,9.2,15.9,22.6
2018-11-23,0.00,10.2,14.2,18.1
2018-11-24,0.00,8.4,14.0,19.7
2018-11-25,0.00,7.9,13.8,19.7
2018-11-26,0.00,9.1,15.1,21.2
2018-11-27,0.00,8.3,15.6,22.8
2018-11-28,0.00,8.6,15.6,22.6
2018-11-29,0.00,9.1,16.0,22.9
2018-11-30,11.98,10.0,14.8,19.5
2018-12-01,0.00,9.4,12.6,15.7
2018-12-02,0.00,8.9,12.6,16.2
2018-12-03,0.00,5.9,10.2,14.4
2018-12-04,0.00,4.4,9.7,15.1
2018-12-05,0.00,5.0,11.0,17.1
2018-12-06,0.00,7.5,14.2,21.0
2018-12-07,1.07,11.8,13.1,14.4
2018-12-08,0.38,9.9,14.3,18.8
2018-12-09,0.00,8.4,13.4,18.4
2018-12-10,0.00,7.6,13.8,20.0
2018-12-11,0.00,9.8,15.3,20.9
2018-12-12,0.00,8.3,14.6,20.9
2018-12-13,0.00,7.3,12.9,18.5
2018-12-14,0.00,5.0,12.1,19.1
2018-12-15,0.00,4.4,10.9,17.3
2018-12-16,0.00,8.9,13.8,18.6
2018-12-17,0.00,7.7,13.9,20.1
2018-12-18,0.00,7.5,13.5,19.4
2018-12-19,0.00,6.9,13.2,19.5
2018-12-20,0.00,5.8,12.7,19.7
2018-12-21,0.00,6.0,14.4,22.8
2018-12-22,0.00,7.2,13.0,18.9
2018-12-23,0.00,7.0,14.2,21.4
2018-12-24,0.00,7.8,14.7,21.7
2018-12-25,0.00,7.5,14.2,20.8
2018-12-26,0.00,7.0,12.0,16.9
2018-12-27,0.00,5.7,9.9,14.0
2018-12-28,0.00,4.1,8.6,13.1
2018-12-29,0.00,2.7,6.7,10.7
2018-12-30,0.00,1.9,7.2,12.5
2018-12-31,0.00,0.2,6.3,12.3
2019-01-01,4.62,2.3,5.6,8.8
2019-01-02,0.00,1.5,5.3,9.1
2019-01-03,0.00,-1.3,4.0,9.3
2019-01-04,0.00,-0.8,5.8,12.3
2019-01-05,0.00,1.8,9.9,17.9
2019-01-06,17.18,5.1,11.8,18.4
2019-01-07,1.27,4.8,8.0,11.2
2019-01-08,0.00,5.0,10.5,16.0
2019-01-09,0.00,6.0,13.6,21.2
2019-01-10,0.00,9.7,15.1,20.6
2019-01-11,0.00,7.8,13.0,18.2
2019-01-12,0.00,6.4,12.0,17.5
2019-01-13,1.78,8.6,13.6,18.6
2019-01-14,0.00,9.1,12.3,15.4
2019-01-15,1.07,9.9,14.3,18.7
2019-01-16,3.54,10.8,14.2,17.6
2019-01-17,0.00,8.5,13.6,18.8
2019-01-18,0.00,7.6,13.1,18.6
2019-01-19,0.00,8.8,14.2,19.6
2019-01-20,0.00,7.1,13.9,20.7
2019-01-21,0.00,6.8,13.9,21.1
2019-01-22,0.00,6.1,11.9,17.7
2019-01-23,0.00,3.5,9.8,16.2
2019-01-24,0.00,3.8,9.5,15.3
2019-01-25,0.00,3.2,11.6,20.0
2019-01-26,0.00,4.6,12.2,19.9
2019-01-27,0.00,6.1,13.8,21.5
2019-01-28,0.00,6.2,13.6,21.0
2019-01-29,0.00,6.7,13.9,21.1
2019-01-30,0.00,10.6,15.6,20.5
2019-01-31,0.00,10.7,16.0,21.3
2019-02-01,0.00,9.8,15.6,21.3
2019-02-02,0.00,12.0,16.6,21.2
2019-02-03,7.60,12.8,16.3,19.8
2019-02-04,5.34,12.5,13.6,14.7
2019-02-05,0.00,10.3,13.4,16.4
2019-02-06,5.34,9.0,12.8,16.6
2019-02-07,0.00,1.1,6.1,11.2
2019-02-08,0.00,1.4,6.9,12.4
2019-02-09,0.00,2.2,10.0,17.8
2019-02-10,0.00,3.0,8.6,14.2
2019-02-11,0.00,2.0,9.0,15.9
2019-02-12,0.00,2.6,8.1,13.7
2019-02-13,0.00,1.7,10.9,20.1
2019-02-14,0.00,9.3,14.1,19.0
2019-02-15,9.37,12.7,15.8,18.9
2019-02-16,0.00,10.6,14.5,18.4
2019-02-17,0.00,5.4,10.3,15.1
2019-02-18,2.78,4.3,8.5,12.7
2019-02-19,1.02,1.7,6.1,10.6
2019-02-20,0.00,0.9,6.3,11.7
2019-02-21,1.21,0.7,6.2,11.7
2019-02-22,38.05,2.9,6.3,9.7
2019-02-23,7.47,1.8,4.2,6.6
2019-02-24,0.00,1.1,6.7,12.2
2019-02-25,0.00,1.4,9.2,17.1
2019-02-26,0.00,4.0,11.0,18.0
2019-02-27,0.00,5.3,13.3,21.3
2019-02-28,0.00,8.5,15.7,23.0
2019-03-01,0.00,8.5,15.7,22.8
2019-03-02,0.00,11.0,17.2,23.4
2019-03-03,0.00,12.1,16.3,20.6
2019-03-04,0.00,10.6,16.1,21.6
2019-03-05,0.00,9.4,15.6,21.8
2019-03-06,0.00,9.6,17.5,25.4
2019-03-07,0.00,13.6,20.5,27.4
2019-03-08,0.00,14.5,18.4,22.2
2019-03-09,0.00,6.9,12.3,17.7
2019-03-10,0.00,6.9,12.1,17.2
2019-03-11,0.00,6.2,12.9,19.6
2019-03-12,9.04,10.0,14.9,19.9
2019-03-13,17.04,9.3,11.5,13.6
2019-03-14,0.00,4.8,10.6,16.4
2019-03-15,0.00,4.7,10.5,16.2
2019-03-16,0.00,10.5,16.2,21.9
2019-03-17,0.00,12.6,18.3,24.0
2019-03-18,0.00,12.4,18.6,24.9
2019-03-19,0.00,12.3,19.4,26.4
2019-03-20,0.00,13.4,20.2,27.0
2019-03-21,0.89,13.4,19.9,26.5
2019-03-22,0.00,8.4,13.7,18.9
2019-03-23,0.00,8.2,14.4,20.6
2019-03-24,0.00,9.8,16.3,22.8
2019-03-25,0.00,10.8,17.9,25.0
2019-03-26,0.00,10.5,19.4,28.3
2019-03-27,0.00,12.7,20.8,29.0
2019-03-28,0.00,12.6,19.4,26.2
2019-03-29,0.00,12.5,20.1,27.6
2019-03-30,0.00,11.6,18.6,25.6
