"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
7084,502,140,"",1,2012-02-28,NA,"51"
7085,502,141,"",1,2012-02-28,NA,"51"
7086,502,142,"",1,2012-02-28,NA,"51"
7087,502,143,"",1,2012-02-28,NA,"51"
7088,502,145,"",1,2012-02-28,NA,"51"
7089,502,146,"",1,2012-02-28,NA,"51"
7090,502,152,"",1,2012-02-28,NA,"51"
7091,502,153,"",1,2012-02-28,NA,"51"
7092,502,174,"",1,2012-02-28,NA,"51"
7093,502,292,"",1,2012-02-28,NA,"51"
7094,502,293,"",1,2012-02-28,NA,"51"
7095,502,297,"",1,2012-02-28,NA,"51"
7096,502,301,"",1,2012-02-28,NA,"51"
7097,502,305,"",1,2012-02-28,NA,"51"
7098,502,316,"",1,2012-02-28,NA,"51"
7099,502,317,"",1,2012-02-28,NA,"51"
7100,502,319,"",1,2012-02-28,NA,"51"
7101,502,320,"",1,2012-02-28,NA,"51"
7102,502,322,"",1,2012-02-28,NA,"51"
7103,502,430,"",1,2012-02-28,NA,"51"
7104,502,431,"",1,2012-02-28,NA,"51"
7105,502,432,"",1,2012-02-28,NA,"51"
7106,502,433,"",1,2012-02-28,NA,"51"
7107,502,435,"",1,2012-02-28,NA,"51"
7108,502,441,"",1,2012-02-28,NA,"51"
7109,502,702,"",1,2012-02-28,NA,"51"
7110,502,704,"",1,2012-02-28,NA,"51"
7111,502,705,"",1,2012-02-28,NA,"51"
7112,502,717,"",1,2012-02-28,NA,"51"
7113,502,757,"",1,2012-02-28,NA,"51"
7114,502,765,"",1,2012-02-28,NA,"51"
7115,503,25,"",1,2012-02-28,NA,"51"
7116,503,39,"",1,2012-02-28,NA,"51"
7117,503,40,"",1,2012-02-28,NA,"51"
7118,503,41,"",1,2012-02-28,NA,"51"
7119,503,42,"",1,2012-02-28,NA,"51"
7120,503,43,"",1,2012-02-28,NA,"51"
7121,503,44,"",1,2012-02-28,NA,"51"
7122,503,45,"",1,2012-02-28,NA,"51"
7123,503,46,"",1,2012-02-28,NA,"51"
7124,503,47,"",1,2012-02-28,NA,"51"
7125,503,48,"",1,2012-02-28,NA,"51"
7126,503,49,"",1,2012-02-28,NA,"51"
7127,503,50,"",1,2012-02-28,NA,"51"
7128,503,51,"",1,2012-02-28,NA,"51"
7129,503,52,"",1,2012-02-28,NA,"51"
7130,503,53,"",1,2012-02-28,NA,"51"
7131,503,54,"",1,2012-02-28,NA,"51"
7132,503,55,"",1,2012-02-28,NA,"51"
7133,503,56,"",1,2012-02-28,NA,"51"
7134,503,57,"",1,2012-02-28,NA,"51"
7135,503,58,"",1,2012-02-28,NA,"51"
7136,503,219,"",1,2012-02-28,NA,"51"
7137,503,220,"",1,2012-02-28,NA,"51"
7138,503,289,"",1,2012-02-28,NA,"51"
7139,503,290,"",1,2012-02-28,NA,"51"
7140,503,291,"",1,2012-02-28,NA,"51"
7141,503,295,"",1,2012-02-28,NA,"51"
7142,503,296,"",1,2012-02-28,NA,"51"
7143,503,762,"",1,2012-02-28,NA,"51"
7144,504,1,"",1,2012-02-28,NA,"59"
7145,504,2,"",1,2012-02-28,NA,"59"
7146,504,3,"",1,2012-02-28,NA,"59"
7147,504,4,"",1,2012-02-28,NA,"59"
7148,504,6,"",1,2012-02-28,NA,"60"
7149,504,7,"",1,2012-02-28,NA,"59"
7150,504,8,"",1,2012-02-28,NA,"60"
7151,504,9,"",1,2012-02-28,NA,"60"
7152,504,11,"",1,2012-02-28,NA,"60"
7153,504,12,"",1,2012-02-28,NA,"59"
7154,504,16,"",1,2012-02-28,NA,"59"
7155,504,17,"",1,2012-02-28,NA,"60"
7156,504,19,"",0,2012-02-28,2017-02-05,"59"
7157,504,22,"",1,2012-02-28,NA,"59"
7158,504,26,"",1,2012-02-28,NA,"60"
7159,504,27,"",1,2012-02-28,NA,"59"
7160,504,28,"",1,2012-02-28,NA,"59"
7161,504,29,"",1,2012-02-28,NA,"59"
7162,504,33,"",1,2012-02-28,NA,"59"
7163,504,38,"",1,2012-02-28,NA,"60"
7164,504,59,"",1,2012-02-28,NA,"59"
7165,504,60,"",1,2012-02-28,NA,"59"
7166,504,61,"",1,2012-02-28,NA,"59"
7167,504,62,"",1,2012-02-28,NA,"59"
7168,504,63,"",1,2012-02-28,NA,"59"
7169,504,64,"",1,2012-02-28,NA,"59"
7170,504,65,"",1,2012-02-28,NA,"59"
7171,504,66,"",1,2012-02-28,NA,"59"
7172,504,67,"",1,2012-02-28,NA,"59"
7173,504,68,"",1,2012-02-28,NA,"59"
7174,504,69,"",1,2012-02-28,NA,"59"
7175,504,70,"",1,2012-02-28,NA,"59"
7176,504,71,"",1,2012-02-28,NA,"59"
7177,504,72,"",1,2012-02-28,NA,"59"
7178,504,73,"",1,2012-02-28,NA,"59"
7179,504,74,"",1,2012-02-28,NA,"59"
7180,504,75,"",1,2012-02-28,NA,"59"
7181,504,76,"",1,2012-02-28,NA,"59"
7182,504,77,"",1,2012-02-28,NA,"59"
7183,504,78,"",1,2012-02-28,NA,"59"
7184,504,79,"",1,2012-02-28,NA,"59"
7185,504,80,"",1,2012-02-28,NA,"59"
7186,504,81,"",1,2012-02-28,NA,"59"
7187,504,82,"",1,2012-02-28,NA,"59"
7188,504,83,"",1,2012-02-28,NA,"59"
7189,504,84,"",1,2012-02-28,NA,"59"
7190,504,85,"",1,2012-02-28,NA,"59"
7191,504,86,"",1,2012-02-28,NA,"59"
7192,504,87,"",1,2012-02-28,NA,"59"
7193,504,88,"",1,2012-02-28,NA,"59"
7194,504,89,"",1,2012-02-28,NA,"59"
7195,504,90,"",1,2012-02-28,NA,"59"
7196,504,91,"",1,2012-02-28,NA,"59"
7197,504,92,"",1,2012-02-28,NA,"59"
7198,504,93,"",1,2012-02-28,NA,"59"
7199,504,94,"",1,2012-02-28,NA,"59"
7200,504,95,"",1,2012-02-28,NA,"59"
7201,504,96,"",1,2012-02-28,NA,"59"
7202,504,97,"",1,2012-02-28,NA,"59"
7203,504,98,"",1,2012-02-28,NA,"59"
7204,504,99,"",1,2012-02-28,NA,"59"
7205,504,100,"",1,2012-02-28,NA,"59"
7206,504,101,"",1,2012-02-28,NA,"59"
7207,504,102,"",1,2012-02-28,NA,"59"
7208,504,103,"",1,2012-02-28,NA,"59"
7209,504,104,"",1,2012-02-28,NA,"59"
7210,504,105,"",1,2012-02-28,NA,"59"
7211,504,106,"",1,2012-02-28,NA,"59"
7212,504,107,"",1,2012-02-28,NA,"59"
7213,504,108,"",1,2012-02-28,NA,"59"
7214,504,109,"",1,2012-02-28,NA,"59"
7215,504,110,"",1,2012-02-28,NA,"59"
7216,504,111,"",1,2012-02-28,NA,"59"
7217,504,112,"",1,2012-02-28,NA,"59"
7218,504,113,"",1,2012-02-28,NA,"59"
7219,504,114,"",1,2012-02-28,NA,"59"
7220,504,115,"",1,2012-02-28,NA,"59"
7221,504,116,"",1,2012-02-28,NA,"59"
7222,504,117,"",1,2012-02-28,NA,"59"
7223,504,118,"",1,2012-02-28,NA,"59"
7224,504,119,"",1,2012-02-28,NA,"59"
7225,504,120,"",1,2012-02-28,NA,"59"
7226,504,121,"",1,2012-02-28,NA,"59"
7227,504,122,"",1,2012-02-28,NA,"59"
7228,504,123,"",1,2012-02-28,NA,"59"
7229,504,124,"",1,2012-02-28,NA,"59"
7230,504,125,"",1,2012-02-28,NA,"59"
7231,504,126,"",1,2012-02-28,NA,"59"
7232,504,127,"",1,2012-02-28,NA,"59"
7233,504,128,"",1,2012-02-28,NA,"59"
7234,504,129,"",1,2012-02-28,NA,"60"
7235,504,130,"",1,2012-02-28,NA,"60"
7236,504,131,"",1,2012-02-28,NA,"60"
7237,504,132,"",1,2012-02-28,NA,"60"
7238,504,133,"",1,2012-02-28,NA,"60"
7239,504,134,"",1,2012-02-28,NA,"60"
7240,504,135,"",1,2012-02-28,NA,"60"
7241,504,136,"",1,2012-02-28,NA,"60"
7242,504,137,"",1,2012-02-28,NA,"60"
7243,504,138,"",1,2012-02-28,NA,"60"
7244,504,139,"",1,2012-02-28,NA,"60"
7245,504,140,"",1,2012-02-28,NA,"60"
7246,504,141,"",1,2012-02-28,NA,"60"
7247,504,142,"",1,2012-02-28,NA,"60"
7248,504,143,"",1,2012-02-28,NA,"60"
7249,504,144,"",1,2012-02-28,NA,"60"
7250,504,145,"",1,2012-02-28,NA,"60"
7251,504,146,"",1,2012-02-28,NA,"60"
7252,504,147,"",1,2012-02-28,NA,"60"
7253,504,148,"",1,2012-02-28,NA,"60"
7254,504,149,"",1,2012-02-28,NA,"60"
7255,504,150,"",1,2012-02-28,NA,"60"
7256,504,151,"",1,2012-02-28,NA,"60"
7257,504,152,"",1,2012-02-28,NA,"60"
7258,504,153,"",1,2012-02-28,NA,"60"
7259,504,154,"",1,2012-02-28,NA,"60"
7260,504,155,"",1,2012-02-28,NA,"60"
7261,504,156,"",1,2012-02-28,NA,"60"
7262,504,157,"",1,2012-02-28,NA,"60"
7263,504,158,"",1,2012-02-28,NA,"60"
7264,504,159,"",1,2012-02-28,NA,"60"
7265,504,160,"",1,2012-02-28,NA,"60"
7266,504,161,"",1,2012-02-28,NA,"60"
7267,504,162,"",1,2012-02-28,NA,"60"
7268,504,163,"",1,2012-02-28,NA,"60"
7269,504,164,"",1,2012-02-28,NA,"60"
7270,504,165,"",1,2012-02-28,NA,"60"
7271,504,166,"",1,2012-02-28,NA,"60"
7272,504,167,"",1,2012-02-28,NA,"60"
7273,504,168,"",1,2012-02-28,NA,"60"
7274,504,169,"",1,2012-02-28,NA,"60"
7275,504,170,"",1,2012-02-28,NA,"60"
7276,504,171,"",1,2012-02-28,NA,"60"
7277,504,172,"",1,2012-02-28,NA,"60"
7278,504,173,"",1,2012-02-28,NA,"60"
7279,504,174,"",1,2012-02-28,NA,"60"
7280,504,175,"",1,2012-02-28,NA,"60"
7281,504,176,"",1,2012-02-28,NA,"60"
7282,504,177,"",1,2012-02-28,NA,"60"
7283,504,178,"",1,2012-02-28,NA,"60"
7284,504,179,"",1,2012-02-28,NA,"60"
7285,504,180,"",1,2012-02-28,NA,"60"
7286,504,181,"",1,2012-02-28,NA,"60"
7287,504,182,"",1,2012-02-28,NA,"60"
7288,504,183,"",1,2012-02-28,NA,"60"
7289,504,184,"",1,2012-02-28,NA,"60"
7290,504,185,"",1,2012-02-28,NA,"60"
7291,504,186,"",1,2012-02-28,NA,"60"
7292,504,187,"",1,2012-02-28,NA,"60"
7293,504,188,"",1,2012-02-28,NA,"60"
7294,504,189,"",1,2012-02-28,NA,"60"
7295,504,190,"",1,2012-02-28,NA,"60"
7296,504,191,"",1,2012-02-28,NA,"60"
7297,504,192,"",1,2012-02-28,NA,"60"
7298,504,193,"",1,2012-02-28,NA,"60"
7299,504,194,"",1,2012-02-28,NA,"60"
7300,504,195,"",1,2012-02-28,NA,"60"
7301,504,197,"",1,2012-02-28,NA,"60"
7302,504,198,"",1,2012-02-28,NA,"60"
7303,504,199,"",1,2012-02-28,NA,"60"
7304,504,200,"",1,2012-02-28,NA,"60"
7305,504,201,"",1,2012-02-28,NA,"59"
7306,504,202,"",1,2012-02-28,NA,"60"
7307,504,203,"",1,2012-02-28,NA,"60"
7308,504,204,"",1,2012-02-28,NA,"60"
7309,504,205,"",1,2012-02-28,NA,"60"
7310,504,206,"",1,2012-02-28,NA,"59"
7311,504,207,"",1,2012-02-28,NA,"60"
7312,504,208,"",1,2012-02-28,NA,"60"
7313,504,209,"",1,2012-02-28,NA,"60"
7314,504,210,"",1,2012-02-28,NA,"60"
7315,504,211,"",1,2012-02-28,NA,"59"
7316,504,212,"",1,2012-02-28,NA,"60"
7317,504,213,"",1,2012-02-28,NA,"60"
7318,504,214,"",1,2012-02-28,NA,"59"
7319,504,215,"",1,2012-02-28,NA,"60"
7320,504,216,"",1,2012-02-28,NA,"59"
7321,504,217,"",1,2012-02-28,NA,"59"
7322,504,218,"",1,2012-02-28,NA,"59"
7323,504,221,"",1,2012-02-28,NA,"59"
7324,504,222,"",1,2012-02-28,NA,"59"
7325,504,223,"",1,2012-02-28,NA,"60"
7326,504,224,"",1,2012-02-28,NA,"60"
7327,504,225,"",1,2012-02-28,NA,"59"
7328,504,226,"",1,2012-02-28,NA,"59"
7329,504,227,"",1,2012-02-28,NA,"59"
7330,504,228,"",1,2012-02-28,NA,"59"
7331,504,292,"",1,2012-02-28,NA,"59"
7332,504,293,"",1,2012-02-28,NA,"59"
7333,504,294,"",1,2012-02-28,NA,"60"
7334,504,297,"",1,2012-02-28,NA,"59"
7335,504,298,"",1,2012-02-28,NA,"59"
7336,504,299,"",1,2012-02-28,NA,"60"
7337,504,301,"",1,2012-02-28,NA,"59"
7338,504,302,"",1,2012-02-28,NA,"60"
7339,504,303,"",1,2012-02-28,NA,"59"
7340,504,304,"",1,2012-02-28,NA,"60"
7341,504,305,"",1,2012-02-28,NA,"59"
7342,504,306,"",1,2012-02-28,NA,"59"
7343,504,308,"",1,2012-02-28,NA,"60"
7344,504,309,"",1,2012-02-28,NA,"59"
7345,504,310,"",1,2012-02-28,NA,"60"
7346,504,311,"",1,2012-02-28,NA,"59"
7347,504,312,"",1,2012-02-28,NA,"59"
7348,504,313,"",1,2012-02-28,NA,"59"
7349,504,314,"",1,2012-02-28,NA,"59"
7350,504,315,"",1,2012-02-28,NA,"59"
7351,504,316,"",1,2012-02-28,NA,"59"
7352,504,317,"",1,2012-02-28,NA,"59"
7353,504,318,"",1,2012-02-28,NA,"59"
7354,504,319,"",1,2012-02-28,NA,"59"
7355,504,320,"",1,2012-02-28,NA,"59"
7356,504,321,"",1,2012-02-28,NA,"59"
7357,504,322,"",1,2012-02-28,NA,"59"
7358,504,323,"",1,2012-02-28,NA,"60"
7359,504,324,"",1,2012-02-28,NA,"59"
7360,504,325,"",1,2012-02-28,NA,"59"
7361,504,326,"",1,2012-02-28,NA,"59"
7362,504,327,"",1,2012-02-28,NA,"59"
7363,504,328,"",1,2012-02-28,NA,"59"
7364,504,329,"",1,2012-02-28,NA,"59"
7365,504,430,"",1,2012-02-28,NA,"59"
7366,504,431,"",1,2012-02-28,NA,"60"
7367,504,432,"",1,2012-02-28,NA,"60"
7368,504,433,"",1,2012-02-28,NA,"60"
7369,504,434,"",1,2012-02-28,NA,"60"
7370,504,435,"",1,2012-02-28,NA,"59"
7371,504,436,"",1,2012-02-28,NA,"59"
7372,504,437,"",1,2012-02-28,NA,"60"
7373,504,438,"",1,2012-02-28,NA,"60"
7374,504,439,"",1,2012-02-28,NA,"60"
7375,504,440,"",1,2012-02-28,NA,"59"
7376,504,441,"",1,2012-02-28,NA,"59"
7377,504,442,"",1,2012-02-28,NA,"59"
7378,504,443,"",1,2012-02-28,NA,"59"
7379,504,444,"",1,2012-02-28,NA,"59"
7380,504,701,"",1,2012-02-28,NA,"59"
7381,504,702,"",1,2012-02-28,NA,"59"
7382,504,703,"",1,2012-02-28,NA,"60"
7383,504,704,"",1,2012-02-28,NA,"59"
7384,504,705,"",1,2012-02-28,NA,"59"
7385,504,706,"",1,2012-02-28,NA,"59"
7386,504,707,"",1,2012-02-28,NA,"59"
7387,504,708,"",1,2012-02-28,NA,"59"
7388,504,709,"",1,2012-02-28,NA,"60"
7389,504,713,"",1,2012-02-28,NA,"59"
7390,504,714,"",1,2012-02-28,NA,"60"
7391,504,715,"",1,2012-02-28,NA,"60"
7392,504,716,"",1,2012-02-28,NA,"59"
7393,504,717,"",1,2012-02-28,NA,"59"
7394,504,718,"",1,2012-02-28,NA,"60"
7395,504,719,"",1,2012-02-28,NA,"59"
7396,504,720,"",1,2012-02-28,NA,"60"
7397,504,721,"",1,2012-02-28,NA,"59"
7398,504,722,"",1,2012-02-28,NA,"59"
7399,504,723,"",1,2012-02-28,NA,"59"
7400,504,724,"",1,2012-02-28,NA,"59"
7401,504,725,"",1,2012-02-28,NA,"60"
7402,504,726,"",1,2012-02-28,NA,"60"
7403,504,743,"",1,2012-02-28,NA,"59"
7404,504,745,"",1,2012-02-28,NA,"60"
7405,504,747,"",1,2012-02-28,NA,"60"
7406,504,757,"",1,2012-02-28,NA,"59"
7407,504,758,"",1,2012-02-28,NA,"60"
7408,504,759,"",1,2012-02-28,NA,"60"
7409,504,760,"",1,2012-02-28,NA,"59"
7410,504,761,"",1,2012-02-28,NA,"59"
7411,504,763,"",1,2012-02-28,NA,"60"
7412,504,764,"",1,2012-02-28,NA,"59"
7413,504,765,"",1,2012-02-28,NA,"59"
7414,504,766,"",1,2012-02-28,NA,"59"
7415,504,767,"",1,2012-02-28,NA,"60"
7416,504,768,"",1,2012-02-28,NA,"60"
7417,504,769,"",1,2012-02-28,NA,"59"
7418,504,770,"",1,2012-02-28,NA,"59"
7419,504,771,"",1,2012-02-28,NA,"59"
7420,504,772,"",1,2012-02-28,NA,"60"
7421,371,777,"",1,2012-03-08,NA,"39"
7422,371,778,"",1,2012-03-08,NA,"39"
7423,371,779,"",1,2012-03-08,NA,"39"
7424,371,780,"",1,2012-03-08,NA,"39"
7425,371,781,"",1,2012-03-08,NA,"39"
7426,371,783,"",1,2012-03-08,NA,"39"
7427,371,784,"",1,2012-03-08,NA,"39"
7428,371,788,"",0,2012-03-08,2015-03-09,"39"
7429,371,789,"",1,2012-03-08,NA,"39"
7430,371,790,"",1,2012-03-08,NA,"39"
7431,371,793,"",1,2012-03-08,NA,"39"
7432,371,796,"",0,2012-03-08,2015-03-09,"39"
7433,371,798,"",0,2012-03-08,2015-03-09,"39"
7434,371,799,"",1,2012-03-08,NA,"39"
7435,371,802,"",1,2012-03-08,NA,"39"
7436,371,804,"",1,2012-03-08,NA,"39"
7437,371,810,"",1,2012-03-08,NA,"39"
7438,371,812,"",1,2012-03-08,NA,"39"
7439,371,823,"",1,2012-03-08,NA,"39"
7440,371,824,"",1,2012-03-08,NA,"39"
7441,371,827,"",1,2012-03-08,NA,"39"
7442,371,829,"",1,2012-03-08,NA,"39"
7443,371,830,"",1,2012-03-08,NA,"39"
7444,371,835,"",1,2012-03-08,NA,"39"
7445,371,836,"",1,2012-03-08,NA,"39"
7446,371,839,"",1,2012-03-08,NA,"39"
7447,371,844,"",1,2012-03-08,NA,"39"
7448,371,857,"",1,2012-03-08,NA,"39"
7449,371,861,"",1,2012-03-08,NA,"39"
7450,371,871,"",1,2012-03-08,NA,"39"
7451,371,872,"",1,2012-03-08,NA,"39"
7452,371,873,"",1,2012-03-08,NA,"39"
7453,371,877,"",1,2012-03-08,NA,"39"
7454,371,878,"",1,2012-03-08,NA,"39"
7455,371,879,"",0,2012-03-08,2016-02-10,"39"
7456,371,880,"",1,2012-03-08,NA,"39"
7457,371,884,"",1,2012-03-08,NA,"39"
7458,371,885,"",1,2012-03-08,NA,"39"
7459,371,887,"",1,2012-03-08,NA,"39"
7460,371,895,"",1,2012-03-08,NA,"39"
7461,371,897,"",1,2012-03-08,NA,"39"
7462,371,903,"",1,2012-03-08,NA,"39"
7463,371,904,"",1,2012-03-08,NA,"39"
7464,371,905,"",1,2012-03-08,NA,"39"
7465,371,907,"",1,2012-03-08,NA,"39"
7466,371,909,"",0,2012-03-08,2016-02-10,"39"
7467,371,913,"",1,2012-03-08,NA,"39"
7468,371,915,"",1,2012-03-08,NA,"39"
7469,371,919,"",1,2012-03-08,NA,"39"
7470,371,920,"",1,2012-03-08,NA,"39"
7471,371,923,"",1,2012-03-08,NA,"39"
7472,371,924,"",1,2012-03-08,NA,"39"
7473,371,925,"",1,2012-03-08,NA,"39"
7474,371,933,"",1,2012-03-08,NA,"39"
7475,371,935,"",1,2012-03-08,NA,"39"
7476,371,940,"",1,2012-03-08,NA,"39"
7477,371,941,"",1,2012-03-08,NA,"39"
7478,371,942,"",1,2012-03-08,NA,"39"
7479,371,944,"",1,2012-03-08,NA,"39"
7480,371,949,"",1,2012-03-08,NA,"39"
7481,371,952,"",1,2012-03-08,NA,"39"
7482,371,962,"",1,2012-03-08,NA,"39"
7483,371,970,"",1,2012-03-08,NA,"39"
7484,371,974,"",1,2012-03-08,NA,"39"
7485,371,976,"",1,2012-03-08,NA,"39"
7486,371,977,"",1,2012-03-08,NA,"39"
7487,371,980,"",1,2012-03-08,NA,"39"
7488,371,981,"",1,2012-03-08,NA,"39"
7489,371,982,"",1,2012-03-08,NA,"39"
7490,371,983,"",1,2012-03-08,NA,"39"
7491,371,985,"",1,2012-03-08,NA,"39"
7492,371,986,"",1,2012-03-08,NA,"39"
7493,371,987,"",1,2012-03-08,NA,"39"
7494,371,988,"",1,2012-03-08,NA,"39"
7495,371,989,"",1,2012-03-08,NA,"39"
7496,371,992,"",1,2012-03-08,NA,"39"
7497,371,993,"",1,2012-03-08,NA,"39"
7498,371,994,"",1,2012-03-08,NA,"39"
7499,371,995,"",1,2012-03-08,NA,"39"
7500,371,996,"",1,2012-03-08,NA,"39"
7501,371,997,"",1,2012-03-08,NA,"39"
7502,371,999,"",1,2012-03-08,NA,"39"
7503,371,1000,"",1,2012-03-08,NA,"39"
7504,371,1001,"",1,2012-03-08,NA,"39"
7505,371,1002,"",1,2012-03-08,NA,"39"
7506,371,1003,"",1,2012-03-08,NA,"39"
7507,371,1004,"",1,2012-03-08,NA,"39"
7508,371,1006,"",1,2012-03-08,NA,"39"
7509,371,1007,"",1,2012-03-08,NA,"39"
7510,371,1008,"",1,2012-03-08,NA,"39"
7511,371,1009,"",1,2012-03-08,NA,"39"
7512,371,1010,"",1,2012-03-08,NA,"39"
7513,371,1015,"",1,2012-03-08,NA,"39"
7514,371,1019,"",1,2012-03-08,NA,"39"
7515,371,1023,"",1,2012-03-08,NA,"39"
7516,371,1030,"",1,2012-03-08,NA,"39"
7517,371,1031,"",1,2012-03-08,NA,"39"
7518,371,1033,"",1,2012-03-08,NA,"39"
7519,371,1044,"",1,2012-03-08,NA,"39"
7520,371,1045,"",1,2012-03-08,NA,"39"
7521,371,1048,"",1,2012-03-08,NA,"39"
7522,371,1049,"",1,2012-03-08,NA,"39"
7523,371,1055,"",1,2012-03-08,NA,"39"
7524,371,1056,"",1,2012-03-08,NA,"39"
7525,371,1057,"",1,2012-03-08,NA,"39"
7526,371,1058,"",1,2012-03-08,NA,"39"
7527,371,1059,"",1,2012-03-08,NA,"39"
7528,371,1060,"",1,2012-03-08,NA,"39"
7529,371,1066,"",1,2012-03-08,NA,"39"
7530,516,775,"For Senegalia berlandieri, the fruit is a pod that changes from green to tan, reddish-brown or brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7531,516,776,"For Senegalia greggii, the fruit is a pod that changes from green to tan, red-brown or brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7532,516,777,"For Acer circinatum, the fruit is two joined seeds diverging in a straight line or a slight &quot;V&quot; shape, each seed having a wing, that changes from green to red or reddish-brown and drops from the plant.",1,2012-03-08,NA,"56"
7533,516,778,"For Acer grandidentatum, the fruit is two joined seeds in a &quot;V&quot; shape, each seed having a wing, that changes from green to green-seeded with rosy-colored to brown wings and drops from the plant.",1,2012-03-08,NA,"56"
7534,516,779,"For Acer platanoides, the fruit is two joined seeds in a &quot;V&quot; shape, each seed having a wing, that changes from green, occassionally to reddish, to tan or brown and drops from the plant.",1,2012-03-08,NA,"56"
7535,516,780,"For Acer pseudoplatanus, the fruit is two joined seeds in a &quot;V&quot; shape, each seed having a wing, that changes from green to red to brown, and drops from the plant.",1,2012-03-08,NA,"56"
7536,516,781,"For Acer saccharinum, the fruit is two joined seeds in a &quot;V&quot; shape, each seed having a wing, that changes from green or rose color to yellowish- or reddish-brown or brown and drops from the plant.",1,2012-03-08,NA,"56"
7537,516,782,"For Actaea pachypoda, the fruit is a berry that changes from green to greenish-white to white.",1,2012-03-08,NA,"57"
7538,516,783,"For Aesculus glabra, the fruit is a leathery, warty to spiky capsule that changes from green to light brown or brown and splits open to expose the nut-like seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7539,516,784,"For Aesculus pavia, the fruit is a leathery capsule that changes from green to tan or light brown and splits open to expose the nut-like seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7540,516,785,"For Agave lechuguilla, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7541,516,786,"For Ageratina altissima, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tuft of white hairs and changes from yellow green to black, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7542,516,787,"For Allium perdulce, the fruit is a small capsule, enclosed within drying flower parts, that splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7543,516,788,"For Ambrosia dumosa, the fruit is a small burr that changes from green to gold to purple, tan or brown, and drops from the plant.",1,2012-03-08,NA,"56"
7544,516,789,"For Amorpha canescens, the fruit is a very small, hairy pod that changes from green to dark brown.",1,2012-03-08,NA,"56"
7545,516,790,"For Andromeda polifolia, the fruit is a small capsule that changes from green to whitish-green to rosy purple or red-brown to brown.",1,2012-03-08,NA,"56"
7546,516,791,"For Aralia nudicaulis, the fruit is berry-like and changes from green to reddish-green to dark purple or blue-black.",1,2012-03-08,NA,"57"
7547,516,792,"For Anemone acutiloba, the fruit is tiny, fuzzy, and seed-like, tightly grouped with many other fruits, and changes from green to tan or brown as the stem begins to bend from the weight of the fruits.",1,2012-03-08,NA,"57"
7548,516,793,"For Arbutus menziesii, the fruit is a berry that changes from green to orange-red or bright red.",1,2012-03-08,NA,"56"
7549,516,794,"For Arctophila fulva, the fruit is a tiny grain, hidden within tiny bracts and grouped into small clusters that are closely arranged along spreading branches on a open-branched seed head, that changes texture from soft or watery to hard and drops from the plant. Do not include seed heads that have already dropped all of their grains.",1,2012-03-08,NA,"57"
7550,516,795,"For Aristida stricta, the fruit is a tiny grain, hidden within tiny bracts and grouped into small clusters that are arranged along a very narrow, spike-like seed head, that changes texture from soft or watery to hard and drops from the plant. Do not include seed heads that have already dropped all of their grains.",1,2012-03-08,NA,"57"
7551,516,796,"For Artemisia californica, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tiny crown of scales and changes from yellow-green to tan, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"56"
7552,516,797,"For Artemisia douglasiana, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit changes from yellow-green to gold and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"57"
7553,516,798,"For Artemisia filifolia, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit changes from yellow-green to brown and drops from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2012-03-08,NA,"56"
7554,516,799,"For Aruncus dioicus, the fruit is a tiny capsule that changes from green to straw-colored or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"56"
7555,516,800,"For Asarum canadense, the fruit is a capsule that dries and splits open or falls apart. Do not include empty capsules that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7556,516,801,"For Asclepias subulata, the fruit is a large and pod-like and changes from green to tan or brown and splits open to expose seeds with fluff. Do not include empty fruits that have already dropped all of their seeds.",1,2012-03-08,NA,"57"
7557,516,802,"For Asimina obovata, the fruit is a large fleshy berry that changes from green to pale yellow-green or orangish.",1,2012-03-08,NA,"56"
7558,516,803,"For Asparagus officinalis, the fruit is a berry that changes from green to red.",1,2012-03-08,NA,"57"
